tid,mono_casting,bdry_cleaning,leveling,num_levels,num_boundaries,t_reduced_p,t_reduced_r,t_reduced_f,t_full_p,t_full_r,t_full_f
6,prob,kde,unique,10,10,0.5126033311822162,0.5802496541825338,0.5443328785015363,0.7987884231025981,0.635998656838184,0.7081585432343193
6,prob,kde,mean_shift,3,10,0.5890088444247346,0.5496534692146232,0.5686510405378911,0.796683092159003,0.612663577753122,0.6926595478570062
6,prob,none,unique,17,29,0.28723045715624657,0.5846771702824386,0.3852176208215479,0.7736424761507272,0.650578747918222,0.7067937831070078
6,prob,none,mean_shift,3,29,0.609567328046256,0.5270947235177706,0.5653390500719274,0.7804619714798633,0.5993227088703103,0.6780022848186216
7,depth,absorb,unique,6,12,0.472126788375053,0.6273790466965444,0.538791964467117,0.6179076592662052,0.5443711620434193,0.578813111523893
7,depth,absorb,mean_shift,3,12,0.6496729901568049,0.6255511874693138,0.637383947998643,0.6474793386381126,0.5439482700788992,0.5912155528161587
7,depth,kde,unique,11,11,0.8758545449299843,0.665006023981356,0.7560042229147372,0.6337769017739344,0.5608678819024343,0.5950975777129913
7,depth,kde,mean_shift,3,11,0.6021525549256106,0.6543090485247676,0.6271482776683104,0.6623941118404929,0.5596673941032755,0.6067131394615428
7,depth,none,unique,9,26,0.33262519333693075,0.6433241509713775,0.4385182926616566,0.6101883473164179,0.5587020594253825,0.5833112913182777
7,depth,none,mean_shift,3,26,0.6412442838882294,0.6404656678035135,0.640854739348134,0.6460239884806552,0.5521103568318604,0.5953865460871376
7,prob,absorb,unique,11,12,0.3752131422488223,0.6523927870757095,0.4764206601650251,0.6024029287750147,0.5412644517076376,0.5701995117022212
7,prob,absorb,mean_shift,3,12,0.5423298431886809,0.6523927870757095,0.5922915812415772,0.6274869050640811,0.5379794659722869,0.5792961143800236
7,prob,kde,unique,12,12,0.5659267221574542,0.6649415977062955,0.6114516276732503,0.615121822334706,0.5537321411408999,0.5828148500794258
7,prob,kde,mean_shift,3,12,0.555668296747428,0.6631353016100406,0.6046638917957461,0.6587927237745677,0.5471198532396456,0.5977855861480738
7,prob,none,unique,15,26,0.25909042362536955,0.688586992458069,0.37651270896841216,0.5946224935133125,0.5528444853671678,0.5729729438224647
7,prob,none,mean_shift,3,26,0.5237572232920189,0.6573557004814193,0.5830006419697276,0.6185443096500179,0.535062145104682,0.5737825820921012
8,depth,absorb,unique,6,15,0.2734336713249563,0.5676726196555002,0.36908726083149834,0.386455274424445,0.3724372053080672,0.37931677076028947
8,depth,absorb,mean_shift,4,15,0.318107874398843,0.5586957106057953,0.4053941110097548,0.4020935389900801,0.371275811026606,0.3860706525126169
8,depth,kde,unique,11,11,0.27925030489438984,0.4809695023215593,0.3533474894848295,0.3930386681857719,0.37784966461656966,0.3852945300533313
8,depth,kde,mean_shift,3,11,0.4857821763797956,0.4809695023215593,0.48336386014645105,0.4208011352550483,0.3692710140903969,0.39335562473568614
8,depth,none,unique,11,30,0.21302594952202983,0.5496915805890046,0.30705619387610295,0.3827952270660784,0.38391945908975916,0.3833565188484721
8,depth,none,mean_shift,4,30,0.35276641536818504,0.4910310421501973,0.4105707099029879,0.4116373916663942,0.3684127490996083,0.3888274744674414
8,prob,absorb,unique,9,14,0.25683611412708957,0.4728531763003186,0.3328698226679188,0.40661023821936304,0.3843095376976716,0.39514549371848107
8,prob,absorb,mean_shift,3,14,0.3921300523686016,0.4728531763003186,0.4287249385647328,0.41214577384999607,0.37818048292527845,0.394433277280129
8,prob,kde,unique,11,11,0.19374279080402254,0.49232141901930027,0.2780606372629737,0.38690666519777245,0.3776560543658858,0.38222539720441506
8,prob,kde,mean_shift,3,11,0.45063479551843516,0.4695307797030931,0.45988876914934707,0.417479995484807,0.37147215633321756,0.393134599585942
8,prob,none,unique,14,30,0.31230038628786283,0.5041058333736795,0.38567184497401774,0.40043259887077254,0.3942669362229226,0.39732584945314775
8,prob,none,mean_shift,3,30,0.3755087951129883,0.4832156410826849,0.4226075688880542,0.40476816847957986,0.38265791116300707,0.3934026211729633
10,depth,absorb,unique,9,23,0.5483635324118048,0.45633501238540786,0.4981344516734712,0.6045814092205315,0.5138101069411741,0.5555121512229574
10,depth,absorb,mean_shift,3,23,0.4384885116274465,0.43546821252446904,0.4369731431638427,0.6090765878984442,0.5007834760844346,0.5496467541950133
10,depth,kde,unique,20,20,0.7180626421558735,0.4743845845353483,0.5713256579323237,0.6118935898302489,0.5336489130702886,0.5700990549033187
10,depth,kde,mean_shift,3,20,0.4067652105572523,0.4457643427689571,0.4253727651736895,0.6140657816279438,0.5101385237629202,0.5572983661970393
10,depth,none,unique,11,58,0.3161101636796871,0.4617808995533511,0.37530611326288654,0.5955461549380507,0.5248578722450229,0.557972088855077
10,depth,none,mean_shift,3,58,0.40158022456512127,0.4325718054014186,0.41650029374287967,0.6112924964583315,0.503314547912006,0.5520733213573696
10,prob,absorb,unique,17,23,0.41613011021503343,0.4853801422330645,0.44809538557136325,0.6023640739828089,0.5414422837479267,0.5702807606560538
10,prob,absorb,mean_shift,2,23,0.6000858768737284,0.4041142627890168,0.4829779486475092,0.6121805816872451,0.4696582436024818,0.5315314075288021
10,prob,kde,unique,20,20,0.7788937893922957,0.505688724852376,0.6132386246668217,0.6283719022805336,0.5562772483519636,0.5901308291246841
10,prob,kde,mean_shift,2,20,0.630107521080771,0.4146678590465203,0.5001751413855857,0.6358244833383712,0.48391923444228035,0.5495680704984969
10,prob,none,unique,25,58,0.2678754269604397,0.49208478069245587,0.3469061127182919,0.5985153984575178,0.5537574372674126,0.5752671467021176
10,prob,none,mean_shift,2,58,0.6097115506338412,0.3872410660023818,0.47365410728956653,0.6218330393666811,0.45573616041032733,0.5259834854891919
11,depth,absorb,unique,9,17,0.19938396959937005,0.38606430168014816,0.2629610053211533,0.6214352037741133,0.5174921421481613,0.5647205433405962
11,depth,absorb,mean_shift,5,17,0.33753150763502765,0.38606430168014816,0.3601703163911113,0.6228934369014026,0.5174921421481613,0.5653218786943773
11,depth,kde,unique,14,14,0.37801766448707996,0.38811723818021576,0.3830008825163104,0.63725484743408,0.5220090689654429,0.5739035001381612
11,depth,kde,mean_shift,4,14,0.2415705583574672,0.3724657039236383,0.2930665616769358,0.6393451778414202,0.5042416031548863,0.5638128086147314
11,depth,none,unique,11,38,0.31410780723952386,0.39203752821320015,0.3487725321125358,0.6150619472499517,0.5292449896979473,0.5689355599016545
11,depth,none,mean_shift,3,38,0.4263002235970624,0.3522087013661195,0.38572877800292044,0.6526627237655679,0.4629250293553189,0.5416587080900991
11,prob,absorb,unique,15,16,0.21780931494870853,0.4043980331691853,0.28312638491853986,0.6260804308393366,0.524480721093003,0.5707947209539426
11,prob,absorb,mean_shift,3,16,0.3800330120979887,0.3971648115804919,0.3884100934042377,0.629991727877373,0.5195527309965942,0.569467183626063
11,prob,kde,unique,14,14,0.22731281558839178,0.3865016546465601,0.2862649338118489,0.6288177562385289,0.5145439961853654,0.565970307265153
11,prob,kde,mean_shift,3,14,0.5327194723173038,0.3621481811831404,0.43117747574380977,0.6499362272730125,0.48113120952428345,0.5529371511692727
11,prob,none,unique,21,38,0.48274385321653335,0.4120926927599502,0.44462916781797024,0.6134155794994011,0.5358148998433598,0.5719952841483928
11,prob,none,mean_shift,3,38,0.41308501992507685,0.39696380720060837,0.40486399514669,0.6160868677657314,0.5119014558384657,0.5591826758002884
12,depth,absorb,unique,11,30,0.36445499138339593,0.5849527199754578,0.44909881385568207,0.43464347366842077,0.5639969489357287,0.4909426605916312
12,depth,absorb,mean_shift,4,30,0.29291148065112355,0.5557516240704214,0.383629334597138,0.449891016282307,0.5382064673712835,0.4901019556897587
12,depth,kde,unique,26,26,0.19916032779325601,0.5734775891034687,0.2956468537983996,0.40509341917714686,0.5530351089714515,0.4676426526014177
12,depth,kde,mean_shift,3,26,0.41303013398504107,0.5411252296264993,0.468479316092409,0.4632459453512145,0.5250560365792404,0.49221813671244413
12,depth,none,unique,11,56,0.2381835886196242,0.5928229930958429,0.33983054050019795,0.4249380266096424,0.5694049150873886,0.4866767607282717
12,depth,none,mean_shift,4,56,0.27082177499354065,0.5353630970362929,0.35968917114595167,0.46871713504531476,0.517781726373052,0.49202929036421805
12,prob,absorb,unique,25,31,0.302368000214814,0.5885866418318149,0.39950353799161115,0.42237415189948024,0.5669056306184181,0.48408203456874394
12,prob,absorb,mean_shift,3,31,0.428377699697579,0.5614779509125065,0.48597920897772373,0.4652394384205694,0.5415856887400591,0.5005179447529693
12,prob,kde,unique,27,27,0.43411345966178494,0.5968098693194612,0.502623599344859,0.42416382206326736,0.576492543485815,0.4887337732603942
12,prob,kde,mean_shift,3,27,0.435633261395603,0.5689406581097742,0.4934419849461261,0.46258512698325155,0.5500093874469315,0.5025232878676857
12,prob,none,unique,34,56,0.46553896633211816,0.5980595544895272,0.5235434637254254,0.4181371747747449,0.5771185394498453,0.48493007806279254
12,prob,none,mean_shift,2,56,0.5327464891104076,0.4500807968362843,0.48793713353121254,0.5334828250468706,0.43452302962434186,0.478944568926506
13,depth,absorb,unique,5,10,0.628090085584475,0.37041322719643777,0.46600321219460966,0.6260678374415958,0.39632989972070315,0.4853872308447729
13,depth,absorb,mean_shift,3,10,0.5824268345960244,0.33885504721682014,0.4284427522856064,0.6294571403856883,0.38089005996259645,0.4745971837458289
13,depth,kde,unique,9,9,0.48549665092198924,0.3715488616416576,0.4209478384440087,0.6113161682577994,0.3946841555401959,0.4796754035346538
13,depth,kde,mean_shift,3,9,0.5129462967724571,0.3342231710658439,0.40473256981564043,0.619362613344433,0.36182188569656804,0.4567926804984566
13,depth,none,unique,10,22,0.33555560102041854,0.382736952526876,0.3575967132156079,0.6147849837847883,0.40932387985465946,0.491444188745483
13,depth,none,mean_shift,4,22,0.46045297424519377,0.3510927997187333,0.39840445000887575,0.6188356832628978,0.39341967462182204,0.48102908274532197
13,prob,absorb,unique,8,10,0.5561957630571852,0.36880039919493884,0.4435158281015938,0.6161366295979672,0.3936779925065898,0.4804038803565458
13,prob,absorb,mean_shift,4,10,0.5720256249432188,0.33724221921532105,0.4243220354556958,0.6201780868141522,0.37792183214196606,0.469650050805
13,prob,kde,unique,10,10,0.5368864870052856,0.3740928238633871,0.440943893284213,0.6108791268863815,0.39779081149270157,0.4818267985632392
13,prob,kde,mean_shift,4,10,0.5660544902862717,0.3367671332875735,0.42229504256590084,0.6178446691007544,0.3660509604273892,0.4597289137827285
13,prob,none,unique,16,22,0.47797130906925556,0.37675307676269926,0.4213689565458159,0.6075153535438301,0.4025401531531794,0.4842294741962132
13,prob,none,mean_shift,5,22,0.391313667013317,0.3445497316986705,0.3664457811475734,0.6100279091798732,0.37705767781178917,0.4660501781547882
14,depth,absorb,unique,7,18,0.30449573597915447,0.46571324943189285,0.3682317431426158,0.6895293174439256,0.524971303692088,0.596101967200088
14,depth,absorb,mean_shift,4,18,0.5261694771260442,0.45726790049458566,0.4893049981319177,0.73460339960695,0.5171129249545967,0.6069632634780935
14,depth,kde,unique,13,13,0.5942209490081908,0.4520425390834723,0.5134713188858214,0.7175326947886853,0.5125738569483741,0.5979782813692605
14,depth,kde,mean_shift,4,13,0.5828185205180407,0.44222626521756864,0.5028807740207374,0.7247347357055473,0.5028723346871202,0.5937552126618615
14,depth,none,unique,11,40,0.3173763654278076,0.4815942049866605,0.3826088821030574,0.6763040159522512,0.5384361350603607,0.5995463641694511
14,depth,none,mean_shift,4,40,0.4989572116826137,0.4656297444726466,0.4817177290155349,0.6994574985828953,0.5239015219654376,0.5990830850186044
14,prob,absorb,unique,11,18,0.4482336277993763,0.4772771567897816,0.4622996836252354,0.700135895425327,0.5366894193070351,0.6076129307446135
14,prob,absorb,mean_shift,4,18,0.4136126441381745,0.46183443827128473,0.43639545326192897,0.7062003610025542,0.5244016022255635,0.6018722736806847
14,prob,kde,unique,15,15,0.4591728927622088,0.4650997171474964,0.4621173023105476,0.7025295969026909,0.5263199136059473,0.6017910469678233
14,prob,kde,mean_shift,3,15,0.4776081432556902,0.4541052314094506,0.4655602512824543,0.7161877177503485,0.5150579500309004,0.5991950873728327
14,prob,none,unique,18,40,0.33834898048166834,0.4899291157201785,0.4002689859175298,0.6960311575049563,0.5491090973630622,0.6139019907835617
14,prob,none,mean_shift,4,40,0.47744082303881985,0.46374650553466884,0.4704940378222717,0.7075446725766127,0.5274885693188227,0.6043913870590235
15,depth,absorb,unique,7,12,0.41042914952235604,0.342975780190207,0.3736828688496591,0.6776430954258648,0.3886874804765284,0.4940145080253324
15,depth,absorb,mean_shift,4,12,0.5524669589480148,0.3410602628923117,0.4217544169948018,0.6843891772868418,0.38746295469825437,0.494798573202361
15,depth,kde,unique,9,9,0.9800627631402669,0.33146738989962954,0.49538906182668757,0.6998741047859357,0.3821020961798437,0.49432392738767017
15,depth,kde,mean_shift,3,9,0.8579967958974419,0.32969902499015724,0.4763521131878037,0.6942818074110617,0.36556703582776956,0.4789485670216734
15,depth,none,unique,11,30,0.1618806657479165,0.36092905406606246,0.22351319551124268,0.670089606711226,0.40777030412970355,0.5070095658527839
15,depth,none,mean_shift,4,30,0.40966527117160845,0.35873481450972505,0.38251217771407187,0.6783070857646859,0.4061643261405947,0.5080892633619136
15,prob,absorb,unique,11,12,0.4051538660337601,0.3455180737186694,0.3729671403404913,0.663462063540525,0.3798867270532018,0.4831374399714359
15,prob,absorb,mean_shift,4,12,0.5387128182408779,0.33768622575350554,0.41514399086442216,0.6721275789922719,0.37232010380171304,0.4791941503646523
15,prob,kde,unique,9,9,0.9721237764301656,0.3315533675797636,0.4944643131326137,0.7011429387214589,0.38349279457822044,0.4958038108353326
15,prob,kde,mean_shift,3,9,0.9138576825747298,0.32974277342998687,0.48462183383334023,0.6962382005892237,0.36765805130785756,0.48120778622591837
15,prob,none,unique,17,30,0.2535077541617025,0.363095403270383,0.29856318158620804,0.664545340055603,0.39850460584486896,0.4982350637920011
15,prob,none,mean_shift,3,30,0.5292858679583327,0.3487418341475583,0.42045170998012604,0.6850762155401668,0.38367749726254124,0.49187820292712525
16,depth,absorb,unique,10,25,0.5768513069809302,0.3248068412843481,0.4156015254155918,0.6692068809215451,0.4949402439345762,0.5690301677753009
16,depth,absorb,mean_shift,4,25,0.710716538466081,0.32447271737107836,0.4455380988863966,0.6676915238427871,0.48745104174463033,0.563509541691451
16,depth,kde,unique,18,18,0.7483389693706992,0.29860029169538493,0.42687143915793946,0.6685738332275881,0.4767199738141487,0.5565777066276687
16,depth,kde,mean_shift,4,18,0.6857252164200928,0.29831163036510394,0.4157563976613866,0.6730320167762008,0.44302933651574883,0.5343307103444119
16,depth,none,unique,11,37,0.447126376245092,0.33138955871059783,0.3806550536956272,0.6517039799886643,0.4938642392667034,0.5619102990014735
16,depth,none,mean_shift,4,37,0.6337681067249328,0.32767080286247696,0.4319927190138554,0.6523962253833472,0.48338847703233345,0.5553179526700153
16,prob,absorb,unique,15,24,0.5621737609875648,0.32861542747353717,0.41477596085440527,0.6706249698005398,0.5097055010634535,0.5791958179434897
16,prob,absorb,mean_shift,4,24,0.5585548508519351,0.326619454422388,0.4122010310583953,0.6808889905022523,0.4920138156748522,0.5712439061509524
16,prob,kde,unique,19,19,0.5061883691819353,0.3011768561793732,0.3776536736433117,0.6696215846848858,0.4811644899470953,0.5599618128078357
16,prob,kde,mean_shift,4,19,0.6600117375301163,0.2985781755700607,0.41115621550666936,0.6755657833297286,0.4658446767635574,0.551438303696702
16,prob,none,unique,19,37,0.44050514783820943,0.32991433327132275,0.37727229312096433,0.6669576853953716,0.5105163713552222,0.5783444916572703
16,prob,none,mean_shift,4,37,0.6425855399435765,0.32840474391368984,0.4346658111747513,0.6760804995193613,0.4740452227207473,0.5573177345300714
18,depth,absorb,unique,7,23,0.4501104974554249,0.4863824343741268,0.46754402953585733,0.6270943473455716,0.5380070999184431,0.5791447808822238
18,depth,absorb,mean_shift,3,23,0.5863754913829244,0.4772104619691233,0.5261907008988016,0.6611640135263714,0.5304146709435653,0.5886159214577074
18,depth,kde,unique,18,18,0.2662336164389171,0.5325157193034449,0.35498892935907667,0.6580378071618369,0.5749076450181524,0.6136702404464423
18,depth,kde,mean_shift,3,18,0.4249073702200496,0.5120357603812997,0.46442043555536194,0.6891310229463963,0.5576903076901412,0.6164823824911472
18,depth,none,unique,10,48,0.18611249983573405,0.4985424041959268,0.27104157896962994,0.622473507926625,0.5515776814050745,0.5848850499162486
18,depth,none,mean_shift,3,48,0.5482767464135617,0.4777329492161037,0.5105797112180572,0.6900193102180794,0.5334995157823403,0.6017479421794913
18,prob,absorb,unique,15,20,0.31105061081295143,0.5193166575298636,0.3890658259022695,0.6617853752287953,0.56649550865513,0.6104441543945595
18,prob,absorb,mean_shift,3,20,0.6157381241133215,0.45675742954413207,0.5244645758823411,0.684931407720132,0.5143212429537851,0.5874905054556171
18,prob,kde,unique,18,18,0.31997225118252204,0.5441931947840557,0.4029939461846927,0.6675661081576266,0.5862951242297848,0.6242967629976772
18,prob,kde,mean_shift,3,18,0.5419372826149781,0.5069050721201268,0.5238361248252829,0.6974868032525826,0.555192840459873,0.6182581179868941
18,prob,none,unique,23,48,0.15325980786701415,0.5369814278997298,0.23846060247805503,0.6457934598263688,0.5857504997186171,0.6143083060519735
18,prob,none,mean_shift,3,48,0.6381989104581421,0.4259006593110182,0.5108719981808864,0.6634445508298513,0.4873324239427894,0.5619126002610968
19,depth,absorb,unique,7,19,0.43750982323590587,0.0,0.0,0.31666771154193785,0.49860093665939337,0.3873344521046897
19,depth,absorb,mean_shift,3,19,0.29976032938503483,0.0,0.0,0.31097087413253277,0.46903203635064383,0.37398655922904395
19,depth,kde,unique,17,17,0.2617401095100235,0.0,0.0,0.285294003652033,0.4759600150423054,0.3567496129678193
19,depth,kde,mean_shift,4,17,0.30492478775576043,0.0,0.0,0.3046196899482515,0.46428362066448237,0.3678744274417591
19,depth,none,unique,11,37,0.2603557583196116,0.0,0.0,0.3053786594182747,0.5001733886176642,0.37922386086701027
19,depth,none,mean_shift,3,37,0.31992274756058137,0.0,0.0,0.3053256950687797,0.45466148035183535,0.3653215133073649
19,prob,absorb,unique,10,20,0.41099506568189514,0.0,0.0,0.2847225743347043,0.4651526632091894,0.3532306631736505
19,prob,absorb,mean_shift,3,20,0.3507955370315015,0.0,0.0,0.27976626132737764,0.3915907498219478,0.32636549027922035
19,prob,kde,unique,18,18,0.3665302418387467,0.0,0.0,0.27703056729417563,0.46487867182648257,0.3471734691744652
19,prob,kde,mean_shift,2,18,0.3160092153401116,0.0,0.0,0.30709993489949344,0.39873851180362735,0.3469705329563013
19,prob,none,unique,12,37,0.33025962405460985,0.0,0.0,0.2712615976161577,0.45544892973243173,0.34001380099046224
19,prob,none,mean_shift,4,37,0.28820427240228474,0.0,0.0,0.26902670771767356,0.3786528473610257,0.31456212596082833
20,depth,absorb,unique,6,12,0.29370370263000284,0.42341475448058147,0.34682828173238184,0.6535408399764296,0.4618447731804295,0.5412198569583198
20,depth,absorb,mean_shift,4,12,0.21600932534115888,0.4069853104124316,0.28222593672772184,0.6598230763732346,0.4477943074127706,0.5335145905521484
20,depth,kde,unique,11,11,0.3924456931754744,0.42558943500817104,0.4083461334986699,0.6420434083142607,0.46071364400691917,0.5364702182270581
20,depth,kde,mean_shift,3,11,0.5329481626970537,0.40688383669760475,0.4614611831450457,0.648194692420299,0.4448952074767034,0.5276395147312215
20,depth,none,unique,10,32,0.3069954151691434,0.43410012989282365,0.35964795764703544,0.6247616174308974,0.4745044485050415,0.5393638099321476
20,depth,none,mean_shift,4,32,0.30050585599508484,0.40727295024816984,0.34583659600540995,0.6377655625809586,0.4496075980972723,0.5274072473194547
