frame_size,vmeasure,pairwise,lmeasure
0.02,0.48416836548255904,0.449617683086562,0.42126706934645
0.04,0.4842311830127818,0.44936648235339943,0.4209674057161042
0.06,0.48444087655800694,0.449341528974029,0.4208478135825709
0.08,0.485139563340075,0.4491760808450914,0.4206870280366518
0.1,0.48429603602523574,0.4491248802860834,0.420699285285945
0.12000000000000001,0.48665900837981374,0.44938597825260435,0.4208403995977692
0.13999999999999999,0.48476023594568907,0.4486903140142436,0.42060991141713133
0.16,0.48681100777418096,0.4490320181850446,0.42040696262007793
0.18,0.4846751566947867,0.4495544245021877,0.42136971897114767
0.19999999999999998,0.4809433431118059,0.4465968932466674,0.41935543341429454
0.22,0.489681439315543,0.45035240686390027,0.42144434095684746
0.24,0.4875104279859396,0.4486912060237592,0.41976128369300786
0.26,0.482931653391022,0.4469142239934448,0.4194830281296377
0.28,0.48614963071051315,0.44695118781514787,0.418475698851158
0.30000000000000004,0.4799090766153409,0.44566061016139624,0.41894344412255746
0.32,0.48517824962211814,0.4467412368680515,0.41967965281510683
0.34,0.4772342922313635,0.44263430653188973,0.41817042362059254
0.36000000000000004,0.48499644874270603,0.4476933914118543,0.41950975349005565
0.38,0.4811836005129675,0.44418842805939585,0.4186366453808802
0.4,0.47802150074386784,0.44472010065389583,0.41881620459732366
0.42000000000000004,0.48656267401068165,0.4446881425633996,0.41796134071056085
0.44,0.4893672560165085,0.4486097959886373,0.4205897704242166
0.46,0.48676851537570953,0.4469341833864616,0.4176887530572369
0.48000000000000004,0.48975125423560734,0.44768293623255456,0.41959409784295326
0.5,0.48541299007587646,0.44265267974220907,0.41713387300559146
0.52,0.4840976395850622,0.4456364513018322,0.4177308448730016
0.54,0.48492006614667243,0.44556863508123357,0.41865776641654207
0.56,0.48920968648240915,0.4461716206280853,0.41634769506310293
0.5800000000000001,0.48521242208763665,0.4427217915590009,0.41673554244762795
0.6,0.4703202727195526,0.4374525246871626,0.4140076873859978
0.62,0.4880018071894657,0.4477996053873209,0.4200169596631128
0.64,0.4875890320369729,0.44443423108741603,0.41820658450685055
0.66,0.48535307388778526,0.4450613676212742,0.41845160847469304
0.68,0.48214378206617076,0.43862486306014925,0.4179059231493745
0.7000000000000001,0.4941897298766794,0.44461580831726794,0.41780367356886344
0.7200000000000001,0.47788340312940736,0.44197487989813045,0.41611413899464234
0.74,0.4845332947994107,0.4430255402750491,0.4155024915497497
0.76,0.48322509160918053,0.44201626016260165,0.4169246697111959
0.78,0.48346331276782656,0.440562303807834,0.41667444827359246
0.8,0.46532924893463656,0.4292139644463483,0.41175972655194487
0.8200000000000001,0.4889322603982629,0.4380995543470051,0.41176408566817757
0.8400000000000001,0.49667194586603963,0.4449944116238225,0.4183364402217134
0.86,0.4822894336605147,0.4393159555039017,0.42163719061840593
0.88,0.4982425834245269,0.44661378889566805,0.4183092593947465
0.9,0.49643949522923975,0.4445051443139398,0.4162001614534811
0.92,0.501615852186407,0.44793070259865253,0.4162265350669595
0.9400000000000001,0.4927877600040386,0.4371814092953523,0.41325886577273635
0.9600000000000001,0.4856670190592805,0.44072407659307317,0.41625766684827636
0.98,0.4725685444280711,0.42860238353196106,0.40709850103202655
1.0,0.4837387385731871,0.4381754066659083,0.4141042665427543
1.02,0.4811284150178578,0.43501954744698496,0.4137526758654922
1.04,0.4871278267622727,0.4437934822409374,0.4163146339980376
1.06,0.4902290377177542,0.44025806451612903,0.41470669852667946
1.08,0.4921546985464771,0.4416984356513738,0.4151529659957215
1.1,0.49317995048746055,0.43930477624195974,0.4149489227769727
1.12,0.4869084627041639,0.43948229270374056,0.41117312638949005
1.1400000000000001,0.4926510466101384,0.44158532978408754,0.41378701694683906
1.1600000000000001,0.48444572429137905,0.43900957010481545,0.41450230954103046
1.18,0.4870115096215172,0.43189682290028314,0.41038438092068374
1.2,0.4673579386290086,0.4368932038834952,0.4134511406755082
1.22,0.4895147936784164,0.43167436292115613,0.4115449928302986
1.24,0.48146113154877795,0.4333333333333333,0.41670738741186053
1.26,0.4945672382644698,0.43949275362318835,0.4180652652888001
1.28,0.48374307638565933,0.43486410496719774,0.4149819564077181
1.3,0.48349675652258683,0.43089738735327526,0.40625790121395644
1.32,0.4790618510550389,0.4377358490566038,0.41484473992225457
1.34,0.48004131529928634,0.4348183124615068,0.4136137084239113
1.36,0.4756276914731707,0.42929506120726046,0.41247332960840577
1.3800000000000001,0.4959619255800606,0.44319411382817575,0.4134717431232851
1.4000000000000001,0.4911524216918328,0.4374445430346051,0.4084193422452919
1.4200000000000002,0.47582203775675136,0.4352994970278921,0.41253354808900167
1.44,0.4936166981580695,0.4422521655437921,0.4155854862818889
1.46,0.48021791128283636,0.4302612124199113,0.40617896122193964
1.48,0.4727733598271797,0.4234758411333165,0.41059755709597606
1.5,0.4880184193469443,0.42901076371091745,0.40975357386156447
1.52,0.47938043657038926,0.431685273790537,0.41125442366618015
1.54,0.49538038168015924,0.4344941956882255,0.41456157288276135
1.56,0.5014129126056456,0.4407252440725244,0.41481289893182055
1.58,0.50123367094266,0.44161849710982654,0.41059613587881
1.6,0.4525413338095469,0.4196248196248196,0.4069977258718387
1.62,0.4919020251648902,0.43470374848851273,0.4150868666797252
1.6400000000000001,0.4841941964779518,0.42379638147807425,0.402317289857311
1.6600000000000001,0.4837104197472502,0.4325878594249201,0.40596745838206677
1.6800000000000002,0.5068712825399725,0.44978875528111795,0.41291809083910114
1.7,0.4867767704250874,0.422972972972973,0.39681026023332977
1.72,0.48217877363840717,0.4353182751540042,0.41801368351080903
1.74,0.46468291780932935,0.41174414540370496,0.39828538875643066
1.76,0.4877756059084561,0.42368045649072755,0.410508341448737
1.78,0.5028436490711412,0.4378963073480044,0.4092335114858388
1.8,0.48160079186620347,0.42050520059435365,0.40101976944694545
1.82,0.4668386529434191,0.4201744406522564,0.4020559378327305
1.84,0.51004781057527,0.4373996789727127,0.40814719299492086
1.86,0.48527824383822027,0.4239777689559349,0.400521282820927
1.8800000000000001,0.49377553304038563,0.42152834839769926,0.40549282071602183
1.9000000000000001,0.47024684034223674,0.42016094875052945,0.40711098275679575
1.9200000000000002,0.5005735724372817,0.440423654015887,0.41618011491598433
1.94,0.5184083023641601,0.44733303451367096,0.4183614071316508
1.96,0.48119119287555995,0.4173757277205553,0.40251079924856015
1.98,0.49980191028063703,0.4330088085303663,0.4010599218742868
2.0,0.4563308521504478,0.4042850489054495,0.3988411559486769
