frame_size,vmeasure,pairwise,lmeasure
0.02,0.5377157898094695,0.5270189127219145,0.4676456785892009
0.04,0.5381958411563262,0.5271055888102626,0.467727081198804
0.06,0.5379471478031145,0.5267623909858115,0.46678719568708255
0.08,0.5393301388776073,0.5272974374735871,0.46781399589733175
0.1,0.5338877027494989,0.5255321527809564,0.4670876990146954
0.12000000000000001,0.5412674904963115,0.5272848430258867,0.46772640031580237
0.13999999999999999,0.5349868708997148,0.5259584499778989,0.4678518418785201
0.16,0.5410265485017108,0.5268567849478273,0.4678203929775848
0.18,0.5446636671640094,0.5267126950940827,0.46770366081073883
0.19999999999999998,0.534869105787792,0.5241901505940701,0.4639365731289693
0.22,0.5418631949757878,0.5272950996250142,0.46866828543812145
0.24,0.5405553846851717,0.5263107725770042,0.4653695154143412
0.26,0.5419547805307661,0.5269968945680396,0.4669004342040332
0.28,0.5358532642487516,0.5255864547862278,0.4662394953438126
0.30000000000000004,0.5407974297067663,0.5265381819664002,0.4673262794629652
0.32,0.5401491945657343,0.5257664306834763,0.4668206241995833
0.34,0.5464488913789156,0.5257425656306908,0.46741777407654006
0.36000000000000004,0.5460430995482224,0.5243851279499713,0.4661205515624875
0.38,0.5392316458734832,0.5246688633338426,0.4679108095761524
0.4,0.5392546916139775,0.5246087849676757,0.4648466408466742
0.42000000000000004,0.5398426868964837,0.5250173176320138,0.4627298519157563
0.44,0.5503148780896442,0.5283533100841075,0.47072104956056443
0.46,0.5387842347897993,0.5249816662946785,0.46366785124715765
0.48000000000000004,0.5394759403803158,0.5246828485176331,0.46582175673055964
0.5,0.5443343661967833,0.5261449762318398,0.46801166979049624
0.52,0.5509677432335468,0.527890653860362,0.46930701947792663
0.54,0.5477359473797566,0.5248663748542771,0.46424393530679764
0.56,0.5470177396442932,0.530112413298254,0.46994427824963814
0.5800000000000001,0.5500944815841637,0.524396782841823,0.46770110536227466
0.6,0.5500878427487195,0.5257576999808696,0.46655910760514857
0.62,0.540406741888867,0.5272584079572967,0.468878329233828
0.64,0.5389419148601101,0.5236062202000685,0.4648237920346797
0.66,0.5577671413188547,0.5344638403990025,0.47438431356910304
0.68,0.5534231763641716,0.5267591674925669,0.4710325987082709
0.7000000000000001,0.549318154719881,0.5232290195495428,0.4661620835289192
0.7200000000000001,0.5520222517537895,0.5250718871863552,0.46854709066739686
0.74,0.554897842629585,0.5308045018757817,0.47016812206408687
0.76,0.5522922969484654,0.5251322751322752,0.46923462828047696
0.78,0.5561256164678139,0.530231262190025,0.46752069596655826
0.8,0.5517286419767935,0.5231278605511734,0.4698434676403914
0.8200000000000001,0.5586383313162882,0.5285076331914009,0.4738442776996624
0.8400000000000001,0.5581373216876596,0.5269931290217036,0.4696956203466922
0.86,0.5544416125999959,0.5214016664764296,0.46576104284576597
0.88,0.5596102540836329,0.5319629277566541,0.47807340641759993
0.9,0.5547947168339266,0.5252937538651824,0.46691515045448906
0.92,0.532349180625481,0.5141530724095686,0.46088627576957936
0.9400000000000001,0.5521869912083397,0.51955759374157,0.46316698129763956
0.9600000000000001,0.5381852542220419,0.5214745630793179,0.4628305768944479
0.98,0.5576193082546064,0.5290436575130678,0.4721185489546353
1.0,0.5564532024356024,0.5264288454161871,0.46795730565834703
1.02,0.5531465623303473,0.5211278856138669,0.46336291147920555
1.04,0.5598543194442844,0.5316287564336709,0.473887975316275
1.06,0.5552891580032964,0.5221914008321774,0.4648546727961339
1.08,0.5510652006139893,0.5218080888183981,0.4609899421740562
1.1,0.5492319863626351,0.5209277042942563,0.459156195773552
1.12,0.558728296265398,0.5300562065352006,0.4677168916569455
1.1400000000000001,0.5432104758802104,0.5279146967105925,0.4676360233913102
1.1600000000000001,0.5523890649766087,0.5214118604414606,0.46037843005763074
1.18,0.5615623990197575,0.5246008471814924,0.4727150707675507
1.2,0.55674252650104,0.5258050286722541,0.46982160465978723
1.22,0.5591548330913662,0.5263399517961665,0.4680242150818267
1.24,0.5600058610232043,0.5266532114448534,0.4664239945116663
1.26,0.5595840680008628,0.5268185157972078,0.4672531439784828
1.28,0.5376986566042944,0.5184247182474357,0.46268536468722393
1.3,0.5486891068350999,0.5264813843733613,0.47051398243622544
1.32,0.564246632419482,0.5353020134228188,0.47278235789766987
1.34,0.5675779398971195,0.534135422495803,0.4756863848925519
1.36,0.5655054109782022,0.5349136084535199,0.48090454361843443
1.3800000000000001,0.5326773265926054,0.5172163300886241,0.45890667212245395
1.4000000000000001,0.5580084403245111,0.5248651887357699,0.46690102757169627
1.4200000000000002,0.5607261060299216,0.5279156327543424,0.46908126155840696
1.44,0.5531034578677808,0.5136472466081405,0.46315378021423764
1.46,0.5241536821129216,0.505050505050505,0.44827508883096057
1.48,0.5629708016699658,0.5279809491410103,0.46699581888431674
1.5,0.5574934933280723,0.5213041228221494,0.4660307283307928
1.52,0.5611811682369552,0.5212842712842712,0.45823587869736493
1.54,0.5516321190188939,0.5198143520171369,0.45289971480093977
1.56,0.5682160302867381,0.5286697247706421,0.48091074000094053
